EAR_ID,EAR_HISTORY,STATE
1696310704.200286,0.251535096086483#0.247265868531517#0.256852402816015#0.259791317033223#0.266667907250049#0.252661979775609#0.263069499725148#0.268743545115208#0.270362160454358#0.25800363821894#0.282194906187726#0.26422760805866#0.259791317033223#0.266348472606154#0.261693770505998#0.257262605018262#0.264241540652652#0.257171664458282#0.251409010059298#0.258962550514914#0.265589756855636#0.267778427964156#0.265180899638536#0.265656094496065#0.239819980143251#0.25911291238037#0.255366794979164#0.253583437536093#0.263710190117831#0.245184518003058#0.254249309561208#0.244967199784521#0.263290913400674#0.251009811600829#0.254249309561208#0.259049834313128#0.25142039698129#0.254944250524506#0.252412945840946#0.256960749878798#0.253942996727877#0.260626980434693#0.267711868345098#0.270659102397411#0.272377310918083#0.255120535174673#0.259465969125245#0.249759343607693#0.262572884812926#0.248509260228833#0.269044254709736#0.260188675989995#0.25540777106501#0.274982076921927#0.258417234401201#0.244863027265864#0.248319896682318#0.258831398642678#0.255110829121957#0.26575221524606#0.263560653291871#0.270362160454358#0.269776320906073#0.249832824805878#0.264818687010846#0.249634477968561#0.15416612310677#0.0772633612147559#0.0864500232214746#0.0949487014556947#0.132614709477094#0.208080133456493,normal
1696310704.2075667,0.226947116504881#0.250210065548746#0.266667907250049#0.283673323178541#0.25463629442402#0.260300461809031#0.256836713034163#0.271933664478067#0.255388604032256#0.250945813236069#0.246883100072331#0.241972001984017#0.235658180517512#0.245361236600333#0.248186759526021#0.25342877472934#0.244685833614942#0.258174919494552#0.280952300975885#0.270718407415541#0.271108126782002#0.258779094301413#0.281055504814953#0.269791515278397#0.260486544199769#0.265510777292217#0.259253533805133#0.267863079138161#0.268237203958333#0.256836713034163#0.15713612832589#0.0837511127905858#0.0822698324427705#0.0875362943988227#0.161773785599685#0.184820363217739#0.211261996634945,abnormal
1696310704.2150156,0.217444297431658#0.218353271301378#0.24002882931829#0.236495535560321#0.251647396969791#0.231578716478142#0.246012049849411#0.246202944866714#0.260722355442068#0.261806455586139#0.256817111022627#0.256864473339175#0.268147368825073#0.278180742003186#0.265589756855636#0.271967094912107#0.253504424404761#0.255191824374201#0.270086258467427#0.251929541757098#0.254065302067652#0.247575420766902#0.23197922721847#0.224789603256353#0.222390702714406#0.237245240626583#0.242463244119754#0.252023747170858#0.243138232822381#0.260493797753028#0.243315712292864#0.265861495608857#0.251395571230347#0.261291743606321#0.250259476194731#0.243060852902305#0.253032799867485#0.242674731706105#0.247334971582853#0.236194920431662#0.234114782399885#0.242402727940549#0.268089449059683#0.267511070768529#0.266846760507047#0.281919750412688#0.291522003301694#0.286067588025633#0.281671206933547#0.251219675568023#0.236001514398248#0.240873177315832#0.246507608877639#0.242488348307302#0.241157334917258#0.248800403624847#0.246641059757718#0.232883542887452#0.238184081545759#0.23505355902577#0.248820425575457#0.237277011910626#0.235868639336097#0.239246793329119#0.245719661761205#0.241543661532751#0.252906111012471#0.245204861558302#0.244628520889127#0.246262869976668#0.241906187037741#0.239014216578136#0.253549378789221#0.244668680354761#0.250509541120007#0.253892966540021#0.228367237691196#0.216737064440968#0.209436987883066#0.215315250901717#0.208963250197653#0.210039181241867#0.202950340959632#0.207375591249309#0.224575443067751#0.206863917570955#0.218645966009386#0.208945889549132#0.208594403424638#0.209788799901777#0.220176294069517#0.237355922647044#0.227522280855694#0.236522543231548#0.240337995420095#0.245840103188801#0.244460036751382#0.241365766077907#0.242882888381961#0.242409491266929#0.229661359112936#0.257883301199841#0.247512317101222#0.228784338018513#0.245606587341792#0.234008070857206#0.247512317101222#0.239252064756111#0.2406585186949#0.241781509710725#0.235853031222969#0.243456326076655#0.237916768692877#0.249220381840306#0.237195763010535#0.240986082604338#0.237412297434687#0.236888375989854#0.229262218554573#0.237175563268376#0.230566360213472#0.232135703939071#0.233477761024333#0.231954973215517#0.243946894421488#0.240005045712165#0.239334841267776#0.234008070857206#0.236752597895832#0.228030861628678#0.233257166461153#0.232972885804396#0.237277011910626#0.233257166461153#0.242563078602394#0.229073036210128#0.209818049046578#0.22264399782071#0.253287455595352#0.239108421174728#0.232198420941653#0.245812833621481#0.234445333641911#0.249994597132548#0.264975134614209#0.24624661859837#0.248107061704585#0.257861647653659#0.254217902682943#0.263024955191781#0.266148306456514#0.272824716057805#0.27795081602598#0.271711606825949#0.269454492471859#0.2789952068911#0.266072193306936#0.250125238128164#0.248234230664436#0.238849156850902#0.237770912015#0.241316151024622#0.239703987665487#0.258273575403026#0.257108504296487#0.249192641140459#0.247108283633084#0.249175037352932#0.251717586935927#0.258017099167865#0.281511287276652#0.249686193405334#0.248270835593851#0.257363930280721#0.245358698641252#0.23903104282789#0.256918716961159#0.247709180374953#0.259123822391438#0.254866731721849#0.256835346525773#0.269444516314727#0.256835346525773#0.255854455158702#0.276787970311259#0.247301205278934#0.274530550364128#0.263739835059805#0.262251194532975#0.25371599302023#0.252124710043738#0.248717012210126#0.248314861139219#0.261178961369672#0.26530084813823#0.264512607408622#0.255885828743211#0.258475879888067#0.263797885189851#0.2518172142373#0.256787106662506#0.256835346525773#0.239440199384872#0.255422702770128#0.23523764301203#0.270262808636779#0.258731199927165#0.254323309571426#0.255168523965304#0.259755151653342#0.248584537588704#0.256910651807699#0.258472310883896#0.267566359795438#0.267482920896991#0.262046314657324#0.276573100156091#0.267618767185958#0.263339785569981#0.261071569425428#0.27726854722623#0.284319132820436#0.268954035782781#0.281149306450044#0.266737250195299#0.285549622064746#0.25667246092074#0.273596930657021#0.281105217771517#0.264518104868031#0.258404830816274#0.264471828535578#0.284353954039098#0.278019880889994#0.272163304988737#0.265351269133574#0.264554085476998#0.265897867530172#0.288700274044231#0.276106074582541#0.272344080378981#0.277853675748603#0.270257432751098#0.280998057970614#0.284063007318283#0.26834079879379#0.256962446540897#0.263680343179937#0.250930121406494#0.25335862976722#0.261902804644645#0.237684584013931#0.258546621547319#0.247549868552473#0.241624631955253#0.24793012749517#0.258902308589035#0.262315779814886#0.250369171594126#0.250924386509332#0.24519929949678#0.249110604045952#0.203460511515746#0.106476448654418#0.103835452898995#0.167993576820496#0.210525801940554,abnormal
1696310704.2287412,0.239608725256241#0.260279909516186#0.274536488038699#0.268406831303036#0.282226231641645#0.27080763325215#0.292921078013086#0.26705816435657#0.290302929248446#0.295271453968162#0.281994425282628#0.298518312340121#0.274630138439492#0.28954119106088#0.266358928503583#0.262400523758814#0.254456840738668#0.240796356737417#0.263831033588088#0.238401886273435#0.262613215967453#0.242406099128066#0.26171924873854#0.2667135220777#0.266377547832731#0.266890383854423#0.255696019274623#0.278607409292549#0.312075397460322#0.292553281807546#0.290576015397467#0.266660499418206#0.271977435728953#0.260219870390785#0.274925978174517#0.258745660496487#0.277354215051639#0.267539312427849#0.26281052981384#0.279640200205182#0.289107015724222#0.265935284458604#0.257951936320146#0.273019325541357#0.240539192449901#0.268616841805634#0.255110829121957#0.268690818355179#0.244816589884992#0.258818602004389#0.256580135881334#0.257790723029923#0.269125260005147#0.262088963836924#0.265573734074345#0.259312176437931#0.269820469733932#0.260398708603531#0.287566827405677#0.260300461809031#0.260300461809031#0.26438227341778#0.254916033636185#0.263409139955051#0.246769943098872#0.245361236600333#0.252961239883903#0.224272606279151#0.257546251371931#0.240410872292377#0.238977909944736#0.226548573151132#0.248800744406349#0.256126527075743#0.250485132127934#0.25527801691083#0.257264434435931#0.250945813236069#0.260300461809031#0.251247318767209#0.257121763359379#0.260722355442068#0.257264434435931#0.255781847723935#0.265357579658042#0.247644743143868#0.250581493529412#0.256446010426704#0.249626231542357#0.259333761727318#0.257264434435931#0.239611729811005#0.240873177315832#0.23092788390627#0.249538852522426#0.238620033290445#0.239924630360665#0.254916033636185#0.234329920556512#0.236290943649236#0.239889846321863#0.240882509092668#0.240882509092668#0.23058934804383#0.226965590329211#0.134272323681651#0.0675139785352503#0.0879257405675055#0.101101561175522#0.114596973950097#0.172084477365825#0.229282381879314,normal
1696310704.2365386,0.231238507482356#0.218995884381795#0.23070769279739#0.23984891360667#0.243791416694895#0.247184082536464#0.245578647508864#0.236959788026801#0.241706245732388#0.232129693695065#0.231238507482356#0.231954973215517#0.239521596419649#0.214849013873072#0.140047808325026#0.0890140675551947#0.08240417108578#0.0924222241504667#0.145210614564968#0.167604469804285#0.188940547018224#0.202636390464645#0.214378633053805,abnormal
1696310704.243537,0.22236055884313#0.245736720260767#0.227782326522483#0.218869811794737#0.238527399778796#0.250563722563242#0.226280124289589#0.239320449239615#0.234955570623663#0.237013489933648#0.250726330335672#0.254184352471809#0.227829370944708#0.236968713926515#0.228797650485532#0.227029415779708#0.240961491224493#0.248958826394575#0.23890661813503#0.238827864638831#0.241208809027275#0.234318265618172#0.235481583187437#0.231243279169614#0.230566360213472#0.234888348576967#0.238020483437129#0.24003696556862#0.228992331191217#0.22911790924924#0.224057481630268#0.224779779816873#0.243928262856567#0.237631333695065#0.229502849251806#0.225436612085654#0.235555731481239#0.247650030882358#0.217726607524082#0.225996078749168#0.232980596288764#0.24781457987163#0.232484943700014#0.246782009927723#0.246188568567247#0.222204946114231#0.220311627580197#0.231983332289276#0.227067625909886#0.232792544326813#0.234797293619328#0.220189411665208#0.229148903539703#0.214595422310204#0.241157845940977#0.22212839071157#0.227410727734633#0.228030861628678#0.228590047285034#0.212427752254822#0.209191347029013#0.221604629947238#0.22583202936093#0.2332403657218#0.230364359220668#0.215354680099016#0.230846320685364#0.233068636740842#0.240550356871126#0.214010514829522#0.244432268335835#0.229635279213473#0.229130097366332#0.232223770110213#0.230702242306608#0.208649403298735#0.242797944521894#0.211721971190789#0.168389171706398#0.119045194474364#0.0844833387783281#0.0722296012217768#0.113805491610214#0.138029321785093#0.148551433686164#0.175386860921996#0.189734526798764#0.185996822632507#0.22412973919827,normal
1696310704.2515576,0.242038248818577#0.231069506714186#0.230774689198495#0.228727330925209#0.197966742876868#0.175079884034702#0.187947304623268#0.146194078470961#0.208260982807438,abnormal
1696310704.2595613,0.196095634565598#0.206391923266823#0.200598491048389#0.196265153287613#0.222995418456238#0.178005934919297#0.203753305243524#0.187877568753673#0.182211384521427#0.213556672601478#0.221022674678084#0.23062540416426#0.2271440472501#0.250138934588148#0.256170965561946#0.238255785235219#0.252439310844848#0.236672586458195#0.244856010713322#0.232125769265354#0.236850889784748#0.242713742254717#0.254572791938721#0.229012550636796#0.238611058672779#0.227298550536992#0.246583480398411#0.227815616260146#0.237051900082463#0.200717270660644#0.0736759644999501#0.0714469310199473#0.0844693195256947#0.0846039192936414#0.12659338070355#0.130941446559519#0.178363470187019#0.209431999716743,normal
1696310704.2658284,0.203536994437187#0.223076853502178#0.223109707847491#0.23308825842732#0.230405315075117#0.230709494353112#0.238753904839513#0.246482496025633#0.231303172797205#0.240011637060652#0.250375299143011#0.247582079683581#0.237489402258731#0.237489402258731#0.236734159280748#0.221798126483991#0.231620771800052#0.228826444962152#0.239070435068938#0.234024920959111#0.227506912367157#0.218893085336696#0.218059363184195#0.238564921332029#0.225787954370315#0.239031763983325#0.222192588988252#0.234633112046111#0.236259123350493#0.227180594816214#0.227602935782504#0.225486262249396#0.221903313792607#0.227268144341448#0.235101163732448#0.221116508633101#0.227180594816214#0.223382080431971#0.230164667749212#0.233792694133274#0.225346885727094#0.223382080431971#0.227272408117695#0.23016947224278#0.234804187177218#0.230225940837172#0.229661359112936#0.225778989764086#0.234418555631196#0.226206620742524#0.226726817279364#0.236527183674562#0.223705539080991#0.226017718325826#0.237766412395158#0.22694677999891#0.225695259748274#0.235027319437997#0.21463345576638#0.104952961812538#0.0725770705343217#0.086986286268236#0.0869647762399753#0.110704862347906#0.144592096408917#0.212728577133333,normal
1696310704.2718265,0.199974222358441#0.220192278687244#0.228043109067198#0.240092636746197#0.240502408586488#0.226094658121647#0.242129589464861#0.219352618828464#0.234955570623663#0.230709494353112#0.221116508633101#0.234672724264245#0.22553153148822#0.225071349011726#0.22907774835009#0.219944690665106#0.218059363184195#0.217810842891323#0.227554912448028#0.246105481928407#0.229031510203203#0.229893216363002#0.225239313421379#0.229079533537678#0.231668054831478#0.227755677031473#0.226077692881564#0.231177722273324#0.230680318566564#0.246908844986389#0.261128834586688#0.264473999879771#0.280535652354665#0.277997421409819#0.281468485039911#0.291475298282984#0.295981926984228#0.283705832542759#0.243537922271505#0.103642848814853#0.0863161085220962#0.0978463268367459#0.115619860408917#0.151655737858602#0.205478491817612,abnormal
1696310704.2798362,0.216094368618698#0.220047450652545#0.222601447680054#0.240513515847759#0.22917756201956#0.229031510203203#0.237212284556144#0.230958525718247#0.242713742254717#0.227343057880171#0.234782525595319#0.228452239184665#0.22909500355169#0.219892325837863#0.239182893795374#0.222333040349696#0.245795154400173#0.253981863847228#0.243525576627412#0.2401579920616#0.246548539549178#0.270415684882376#0.265122485875332#0.230013559797897#0.22019191725914#0.236803516896234#0.241395869344461#0.248376384225934#0.236762310545328#0.257825194507005#0.244779978925481#0.231435104286565#0.246191886836404#0.232079031278856#0.237164130302694#0.267487685054742#0.238099328614838#0.239210171938053#0.226085021489125#0.241462043802644#0.242993169194001#0.261524611337917#0.250775708824803#0.241717019132079#0.249057516988579#0.243286013964654#0.237652208873116#0.248667752309419#0.237427077877982#0.230812059500399#0.235548781983834#0.220865623499516#0.225172338790087#0.22534748088272#0.244131075052596#0.236872113785323#0.233596264057617#0.223765773546273#0.146988574065952#0.0815443359164725#0.0648141505402476#0.0587595017679964#0.0689370704007034#0.110296418957509#0.122117891551407#0.123119086849332#0.145052564938322#0.194232735826183#0.206092801746541,normal
1696310704.2878313,0.209553100872693#0.215237049869278#0.207115417286534#0.236073156298205#0.209372203523325#0.183781286611895#0.182402503598684#0.157939959651533#0.16057617640989#0.150819512062025#0.163999282344251#0.15414145491295#0.173189816661529#0.182546463749771#0.162484389044358#0.142255739858744#0.129528112504434#0.170185561823221#0.20599047560814,abnormal
1696310704.2954473,0.201395116017784#0.193521477785393#0.219695156978879#0.198043603276554#0.197619651860858#0.21100218826676#0.208572341288392#0.218977847891976#0.217029805557534#0.230979111257738#0.207833598948961#0.22900999984803#0.220642908164925#0.204248941189854#0.212903019818977#0.181599604591335#0.122613725826481#0.0853986656814634#0.075306705694849#0.0688183799893401#0.10150085422796#0.137222404929702#0.136429218278799#0.158718331622086#0.190733953367856#0.170229460627252#0.17279027963128#0.175037746471681#0.182827159306692#0.184590403187062#0.205059431764527,normal
1696310704.3024468,0.199459803512856#0.198190526655143#0.152736014065209#0.126261846358843#0.150303364246884#0.187988227219472#0.201432406990794#0.180447724315847#0.175742294817484#0.206148786666373,abnormal
1696310704.3084397,0.195528730123098#0.18821191093281#0.208027086421036#0.206136549710686#0.202158991296115#0.202394473476909#0.199123436320245#0.186893477130285#0.190078287690748#0.174375831813843#0.188250930417968#0.209318552129235,abnormal
1696310704.3147557,0.175534341986712#0.176136649644206#0.201978156098633#0.181213595434661#0.196258588419213#0.208960651537518,abnormal
1696310704.32187,0.19208322784419#0.217241988240686#0.195921518162884#0.215763484732319#0.200187065673305#0.212370181889677#0.194579353686067#0.195563224999827#0.175534341986712#0.22638238324175,abnormal
1696310704.327872,0.217544601000448#0.214564800192939#0.196234075567605#0.199816537959525#0.21110420570885#0.195644509827275#0.215680059031722#0.207449708385564#0.211037813846793#0.209465668906517#0.20175569152453#0.212127465438562#0.21918350238989#0.210857282135974#0.211521616637067#0.220652088123663#0.224029604825886#0.209291500749795#0.225935083020559#0.221157770434064#0.234493640893537#0.238457466958922#0.240244594725611#0.250725838404074#0.244465615216917#0.236720371586394#0.233473836165642#0.222118745828583#0.100170954420689#0.0688231393639465#0.0770349196227258#0.110783458021089#0.130786316219303#0.158659183561632#0.17276263544131#0.192570146539404#0.185542753281726#0.223895536756058,normal
1696310704.3348727,0.23125319356871#0.226447413782773#0.226036059496336#0.230615071884189#0.215711714849746#0.254956272514052#0.214925051872853#0.228485083993617#0.235630907549497#0.255548445372673#0.233171442075236#0.236175181481112#0.246079178404779#0.221181162640875#0.237994837281586#0.244136185414026#0.229621344773193#0.251690564491621#0.233667488469309#0.240610076415058#0.242029984809997#0.223952139030101#0.232601485632061#0.227630211149915#0.233302556335265#0.233171442075236#0.226259939626264#0.240489819655373#0.206632416225754#0.224338663812143#0.211019781792932#0.200259701878628#0.226412804370268#0.217308163840188#0.2194839490963#0.214452581750299#0.211769042694925#0.1834852751322#0.118952634576139#0.0880390551672907#0.163508526054131#0.189090419357947#0.221163831149155,abnormal
1696310704.3415492,0.238447236811008#0.25685669350032#0.253900761466015#0.252569889292966#0.2252002165759#0.232785686574949#0.243304252678014#0.231637548013135#0.228090404645871#0.233102116258283#0.233975125950901#0.262527816167899#0.229358545779656#0.240090777982806#0.218794303196345#0.237936285584845#0.229567563668071#0.241360269988587#0.245159654300272#0.235913456193948#0.241623175441129#0.245315185607465#0.236259123350493#0.225594423967786#0.24314058131296#0.235948510562087#0.241134235875583#0.236615334138472#0.234701691319212#0.221139018679937#0.227506912367157#0.220281120946462#0.227309164931373#0.21277118142405#0.23060018755098#0.233243256774871#0.228826444962152#0.238254755108894#0.223765907731981#0.229662793303351#0.213618523509591#0.224784136522677#0.226784529109388#0.236581581928045#0.226555425827283#0.214933188165535#0.235287015735902#0.231894025819692#0.236635841168951#0.226185119462958#0.243980196977606#0.233415151125282#0.230130223334573#0.224730223391757#0.236423304923711#0.245957073220975#0.232022600546243#0.232869150172098#0.24014962694083#0.231221945773099#0.228452239184665#0.234536092139956#0.236581356282454#0.234593357358716#0.228084766512005#0.242218747949345#0.238664867252466#0.238143436382869#0.233423707009378#0.240950911800764#0.238734022578041#0.228452239184665#0.219642745217598#0.230642398864525#0.228806606120597#0.228452239184665#0.245904095533672#0.241979583412407#0.235811418108823#0.243429110742071#0.241405642235198#0.235116071892137#0.235966954667514#0.246254999420302#0.220137306140095#0.228127902921706#0.22974843283359#0.238338585159694#0.229567563668071#0.234024920959111#0.235811418108823#0.218695736586937#0.211502042631207#0.215570756585282#0.231894025819692#0.241388926160788#0.229620744342247#0.206012184096623#0.227088394348488#0.239481169422938#0.226669603062766#0.222591390311109#0.224559108158576#0.217939191493779#0.229214378971689#0.233387623856641#0.229567563668071#0.236869801797061#0.243688432001396#0.235811776715016#0.23127730825871#0.233239603144111#0.224966231266387#0.223419071661037#0.21387701826269#0.212567254269389#0.212263506283752#0.225222654553359#0.231032713393637#0.219334565174498#0.229597858361551#0.215491504532735#0.207572680033946#0.218869811794737#0.187800630720667#0.0830548492659576#0.0844313598465913#0.0907099317678111#0.189090419357947#0.222201338346583,abnormal
1696310704.3495574,0.218609099119007#0.231437802268095#0.230542082350774#0.252490077258293#0.259890343283223#0.250085144571489#0.256026751660418#0.241907490848102#0.243574432815961#0.241353415273903#0.252861416799781#0.24732555176882#0.250490578811717#0.249354600608045#0.254252880315733#0.255881870479999#0.251254556499609#0.253194841907107#0.253577014732713#0.255191358842661#0.23939888232393#0.230835278503314#0.259698909068538#0.241951677233108#0.265442012267421#0.237936285584845#0.248522439578245#0.239827168363279#0.233472519621896#0.248476860009935#0.238580774533094#0.248008659570233#0.236966297563067#0.249766804602069#0.259908215383357#0.255538377398618#0.238466110399679#0.246149885888554#0.23678812624977#0.232782576970446#0.228214897922468#0.244525866160845#0.225717608301593#0.221717769371079#0.231995921866721#0.229012629389977#0.245962145663719#0.238445945866534#0.232370309640615#0.224750199965118#0.237609796942488#0.250221162846654#0.235783942644641#0.252286542776613#0.22863188187965#0.23158204636138#0.235811776715016#0.219959503414437#0.235966954667514#0.235913456193948#0.226809767100227#0.220621241604567#0.208040772490427#0.189076983952105#0.188544358703562#0.196265153287613#0.181123454865785#0.205011809153408#0.218648356099246#0.232201579803533#0.230319605631508#0.224256261750081#0.218708065888333#0.249006199853422#0.227960655507957#0.23892827134401#0.246851707455461#0.252663780811752#0.235559831559702#0.245241877368933#0.240511301414625#0.228424073317927#0.243632859964789#0.247900196768366#0.230877353564778#0.248036096036257#0.235559831559702#0.23892827134401#0.240511301414625#0.245428987821845#0.219959959108374#0.235811776715016#0.2215175313048#0.239562620439473#0.237056946544092#0.239329281813928#0.224373890856632#0.227626689016116#0.25659596933883#0.235559831559702#0.23892827134401#0.24360103038236#0.234822137813453#0.228515175332064#0.24951370957062#0.240412006727949#0.231518445724869#0.23202321264887#0.227349847206977#0.234605896703914#0.222976427018062#0.232139356234861#0.247284163170101#0.232374651133382#0.249600510040193#0.227835971724006#0.247891057519574#0.247582079683581#0.241471188215635#0.226826227880282#0.242360301795764#0.228895348888797#0.23247937489929#0.244577061733812#0.238283301537606#0.222724020851527#0.230796451933724#0.236259123350493#0.227951313951263#0.223298954142079#0.246306868323141#0.221057078883668#0.226449918771797#0.23310454144541#0.238143436382869#0.220040433931217#0.234288970517605#0.234536092139956#0.221897311626531#0.218049102715065#0.233834900471647#0.21034756681872#0.222278099428046#0.21110420570885#0.231916325367104#0.0944392315451284#0.0858237764685735#0.058954217111278#0.0815002086293632#0.0884239255065651#0.118059150972072#0.115772366073192#0.142192296764712#0.197153830569725#0.218893533726931,normal
1696310704.3580644,0.230526911869818#0.232657095407647#0.247405024569393#0.235120930504627#0.24555511499594#0.23718867655575#0.235023644767221#0.21543748637717#0.249925317399655#0.241152298195498#0.2271440472501#0.221060194294808#0.234351949835029#0.229012629389977#0.255857015535747#0.24662550646027#0.260419227678635#0.221084806761112#0.234039253586092#0.23653344003694#0.230697497406446#0.245981621663823#0.236382949512934#0.241839060726386#0.247704794490733#0.23584687581656#0.229448505977992#0.252698092137897#0.215923516402229#0.229932711599554#0.235930137924028#0.262468062610924#0.243034534639368#0.236548982906317#0.233458237165653#0.253096194183547#0.260863314570856#0.252516132718848#0.258866636021138#0.230354250190441#0.246272600229402#0.241892395314467#0.238085140897166#0.226371734568528#0.216668751762586#0.221084806761112#0.234415639166847#0.198829358610936#0.220420570221285#0.228054624395326#0.220570848856508#0.225511495585403#0.216426936751795#0.210044471743836#0.20872212100926#0.222398985601703#0.19509733522269#0.19764729538136#0.218094274287197#0.198715802375687#0.2015117409124#0.199917272243812#0.195963594624408#0.213660930247212#0.190522494477166#0.200581608418443#0.205465925993543#0.223134405147989#0.18999920583305#0.204068521554535#0.22047878894003#0.202262839621893#0.206196455192367#0.166943083689933#0.195144327884056#0.183469489303944#0.179957986682155#0.153657661177863#0.19163507133278#0.189471816014117#0.165962255618137#0.173641883419616#0.163767514876219#0.20658645449543,abnormal
1696310704.3650641,0.192643265655385#0.202818215072469#0.214480508540325#0.230414043050181#0.210447774487474#0.213329095805853#0.21489712726895#0.205026620589898#0.222798550532831#0.206804666477208#0.207443938991689#0.221534464936137#0.200779300466086#0.20851475096203#0.210692751857042#0.212310547466123#0.222798550532831#0.223066182261582#0.206598087730983#0.236198259544176#0.212832318600321#0.21650606621674#0.232677172311968#0.214793091984652#0.223170192412864#0.225276620779637#0.20278808005272#0.210609620752427#0.216626752932985#0.224162360005147#0.230414043050181#0.23035553110821#0.216626752932985#0.203265146559552#0.205593005430471#0.218368738979696#0.221962974924224#0.218958219833182#0.209300613358296#0.209701461700667#0.21851635694803#0.20441012467204#0.20278808005272#0.182790844144791#0.0535647286883054#0.0614120872294622#0.0458975493255102#0.041672962390338#0.0843352248841175#0.104169604091353#0.141658564727351#0.158962632968658#0.194221456266653#0.182116866296049#0.204637314346652,normal
1696310704.3720667,0.203086923801099#0.204270564369667#0.222617000852023#0.198406443752229#0.222336551425344#0.216362771594294#0.233514400007404#0.226972685432602#0.208712711891129#0.23012660633657#0.226864556704292#0.226532370392042#0.234802039838368#0.222380531158949#0.221431723697582#0.223713430929098#0.207932695765454#0.240319797295988#0.214865081726441#0.22724811128393#0.218208103156182#0.222380531158949#0.225492176876754#0.216362771594294#0.228822103158394#0.233875757274148#0.227697783529895#0.243145137859238#0.238033001355512#0.252422167066328#0.254673520246187#0.257156947577545#0.246424120065536#0.266310135188446#0.250183704224722#0.268194964539482#0.284334997806587#0.282280311937402#0.269702641902984#0.258662886282802#0.259791356527671#0.257822822158592#0.255449802457678#0.244852164928251#0.269787744372489#0.267363554472017#0.266068609541681#0.254752067154972#0.253825429519186#0.261878995780938#0.26227302888964#0.26257033217209#0.252169937627922#0.257912782747252#0.256691250313922#0.235967472523078#0.243204639107401#0.236407301645356#0.225335244347397#0.217012038956303#0.231320511782387#0.233245106589466#0.223500844706097#0.213703016763784#0.242109332029302#0.230258954798445#0.258851276143576#0.228199339588332#0.246725380239569#0.235143183935303#0.230633708791087#0.240843258182401#0.22523421671732#0.228727330925209#0.227530778461233#0.216213716020791#0.103921726370218#0.0654100195720266#0.0610819516432639#0.0934209531095298#0.106375975583659#0.138872486700815#0.159081785164467#0.17185915310656#0.161763251191467#0.169198333414751#0.18452302648281#0.176023328372834#0.156605893042615#0.171689507010518#0.186107034470046#0.151035336250096#0.160977077594542#0.175357703826453#0.191894910098228#0.210133779640055,normal
1696310704.3803587,0.21144836798422#0.226828918365388#0.218775170844248#0.22841273594856#0.213811698657829#0.229418109938481#0.222708254750508#0.22109371158787#0.229340974898321#0.213914095673346#0.226452537029208#0.217680105064317#0.212035590119086#0.222131654416349#0.216254291417566#0.230947349305087#0.227620293418259#0.217809829497969#0.225515928205754#0.225395200104627#0.22688885093461#0.221574651480539#0.173503527766239#0.0615334658702459#0.0737799104714135#0.0750849008442012#0.109820989766739#0.160454190280933#0.145581668272442#0.195135477420641#0.197465420667635#0.203112844282642#0.229184524639302,normal
1696310704.387347,0.226270241870501#0.221534464936137#0.234784727969232#0.239015375677997#0.228561713974717#0.217177924521233#0.240028554758013#0.219799379316437#0.215679818305653#0.208377227728863#0.224189608400671#0.229031510203203#0.216349735284175#0.22586759255058#0.221324243853302#0.233026702070404#0.230437234738058#0.228823575777266#0.23805387778814#0.230432617424979#0.250690625509244#0.238737843018463#0.226909712084905#0.213012170547137#0.2226243058648#0.227972544802572#0.243777883397023#0.220481439541464#0.221200480040809#0.218430893216049#0.202294490866748#0.168353582652955#0.0836832748162618#0.070988162913342#0.0677226115516176#0.0811415020031354#0.106326520390338#0.14669403833096#0.168269219167422#0.181471945590431#0.216921996638928,normal
1696310704.393757,0.2085502410982#0.21171349552388#0.228631224115951#0.227996162250201#0.2213860296423#0.209483675796966#0.202295614226421#0.222588804493196#0.227686583637919#0.2252002165759#0.224204808005239#0.212724735620734#0.249539303924937#0.224034178685325#0.226480808383249#0.230005179651528#0.235087396864248#0.233952923399588#0.218708152888883#0.235075148859995#0.220214118496756#0.220733975830431#0.216596926437545#0.211480514817335#0.214185384987476#0.225928402139453#0.215826121143828#0.229567563668071#0.218837120968281#0.207077602146557#0.22364630256014#0.216428572803181#0.224966231266387#0.228141524673476#0.212467054098554#0.224402005001436#0.209596821990773#0.203768060669467#0.20846289020345#0.216083326436648#0.223153015988504#0.228965726714303#0.232337725425894#0.230968047127171#0.235794630771679#0.242291003460259#0.242460110344976#0.24058629105831#0.227194206056768#0.227103413751615#0.227268144341448#0.21292522024669#0.217512790293685#0.210783546012295#0.199319143516763#0.217512790293685#0.21466485657971#0.189270130016236#0.154223666229419#0.101515351521697#0.108992067386867#0.161218517998336#0.209954095254693,abnormal
1696310704.4007523,0.213426411145606#0.22016190981154#0.223036709915255#0.22471903555793#0.226880476564505#0.229996229127812#0.210262555209773#0.213664286785083#0.222803471150423#0.20737830778858#0.223258762310804#0.226746929441761#0.216228420718677#0.222803471150423#0.213412443330578#0.211222833295155#0.105071942302865#0.0907478914469145#0.0968939069474482#0.103301356946872#0.146345258253548#0.163023369933107#0.194801470482241#0.215309841549142,abnormal
