id,EAR,count,sequence_id,date,start_date,end_date
31,0.239341217849794,0,20230925023x,2023-09-25,02:33:42,02:33:42
32,0.239341217849794,0,20230925023x,2023-09-25,02:33:42,02:33:42
33,0.239341217849794,0,20230925023x,2023-09-25,02:33:42,02:33:42
34,0.212142585861197,0,20230925023x,2023-09-25,02:33:42,02:33:42
35,0.212142585861197,0,20230925023x,2023-09-25,02:33:42,02:33:42
36,0.212142585861197,0,20230925023x,2023-09-25,02:33:42,02:33:42
37,0.100186177168203,0,20230925023x,2023-09-25,02:33:42,02:33:42
38,0.100186177168203,0,20230925023x,2023-09-25,02:33:42,02:33:42
39,0.100186177168203,0,20230925023x,2023-09-25,02:33:42,02:33:42
40,0.0825702510882383,0,20230925023x,2023-09-25,02:33:42,02:33:42
41,0.0825702510882383,0,20230925023x,2023-09-25,02:33:42,02:33:42
42,0.0613042601304389,0,20230925023x,2023-09-25,02:33:42,02:33:42
43,0.0613042601304389,0,20230925023x,2023-09-25,02:33:42,02:33:42
44,0.0613042601304389,0,20230925023x,2023-09-25,02:33:42,02:33:42
45,0.0991255063386975,0,20230925023x,2023-09-25,02:33:42,02:33:42
46,0.0991255063386975,0,20230925023x,2023-09-25,02:33:43,02:33:43
47,0.14986681269626,0,20230925023x,2023-09-25,02:33:43,02:33:43
48,0.14986681269626,0,20230925023x,2023-09-25,02:33:43,02:33:43
49,0.14986681269626,0,20230925023x,2023-09-25,02:33:43,02:33:43
50,0.165293451331549,0,20230925023x,2023-09-25,02:33:43,02:33:43
51,0.165293451331549,0,20230925023x,2023-09-25,02:33:43,02:33:43
52,0.165293451331549,0,20230925023x,2023-09-25,02:33:43,02:33:43
53,0.206239677496523,0,20230925023x,2023-09-25,02:33:43,02:33:43
54,0.206239677496523,0,20230925023x,2023-09-25,02:33:43,02:33:43
55,0.240635927483893,0,20230925023x,2023-09-25,02:33:43,02:33:43
56,0.240635927483893,0,20230925023x,2023-09-25,02:33:43,02:33:43
57,0.240635927483893,0,20230925023x,2023-09-25,02:33:43,02:33:43
58,0.216088512829188,0,20230925023x,2023-09-25,02:33:43,02:33:43
59,0.216088512829188,0,20230925023x,2023-09-25,02:33:43,02:33:43
60,0.230641102656467,0,20230925023x,2023-09-25,02:33:43,02:33:43
61,0.230641102656467,0,20230925023x,2023-09-25,02:33:43,02:33:43
62,0.230641102656467,0,20230925023x,2023-09-25,02:33:43,02:33:43
63,0.216392307839219,0,20230925023x,2023-09-25,02:33:43,02:33:43
64,0.216392307839219,0,20230925023x,2023-09-25,02:33:43,02:33:43
65,0.216392307839219,0,20230925023x,2023-09-25,02:33:43,02:33:43
66,0.23193645327474,0,20230925023x,2023-09-25,02:33:43,02:33:43
67,0.23193645327474,0,20230925023x,2023-09-25,02:33:43,02:33:43
68,0.23193645327474,0,20230925023x,2023-09-25,02:33:43,02:33:43
69,0.244933011421452,0,20230925023x,2023-09-25,02:33:43,02:33:43
70,0.244933011421452,0,20230925023x,2023-09-25,02:33:43,02:33:43
71,0.248817575275413,0,20230925023x,2023-09-25,02:33:43,02:33:43
72,0.248817575275413,0,20230925023x,2023-09-25,02:33:43,02:33:43
73,0.23249053723877,0,20230925023x,2023-09-25,02:33:43,02:33:43
74,0.23249053723877,0,20230925023x,2023-09-25,02:33:43,02:33:43
75,0.245547579236373,0,20230925023x,2023-09-25,02:33:43,02:33:43
76,0.245547579236373,0,20230925023x,2023-09-25,02:33:43,02:33:43
77,0.245547579236373,0,20230925023x,2023-09-25,02:33:43,02:33:43
78,0.236341005107585,0,20230925023x,2023-09-25,02:33:43,02:33:43
79,0.236341005107585,0,20230925023x,2023-09-25,02:33:43,02:33:43
80,0.245656693201591,0,20230925023x,2023-09-25,02:33:43,02:33:43
81,0.245656693201591,0,20230925023x,2023-09-25,02:33:43,02:33:43
82,0.245656693201591,0,20230925023x,2023-09-25,02:33:43,02:33:43
83,0.262374586956297,0,20230925023x,2023-09-25,02:33:43,02:33:43
84,0.262374586956297,0,20230925023x,2023-09-25,02:33:43,02:33:43
85,0.224751728475307,0,20230925023x,2023-09-25,02:33:43,02:33:43
86,0.224220632168384,0,20230925023x,2023-09-25,02:33:43,02:33:43
87,0.224220632168384,0,20230925023x,2023-09-25,02:33:43,02:33:43
88,0.232734149674436,0,20230925023x,2023-09-25,02:33:43,02:33:43
89,0.232734149674436,0,20230925023x,2023-09-25,02:33:43,02:33:43
90,0.266134315937163,0,20230925023x,2023-09-25,02:33:43,02:33:43
91,0.266134315937163,0,20230925023x,2023-09-25,02:33:43,02:33:43
92,0.266134315937163,0,20230925023x,2023-09-25,02:33:43,02:33:43
93,0.266134315937163,0,20230925023x,2023-09-25,02:33:43,02:33:43
94,0.247975746089656,0,20230925023x,2023-09-25,02:33:43,02:33:43
95,0.247975746089656,0,20230925023x,2023-09-25,02:33:43,02:33:43
96,0.237165820848292,0,20230925023x,2023-09-25,02:33:43,02:33:43
97,0.237165820848292,0,20230925023x,2023-09-25,02:33:43,02:33:43
98,0.234166772654725,0,20230925023x,2023-09-25,02:33:43,02:33:43
99,0.234166772654725,0,20230925023x,2023-09-25,02:33:43,02:33:43
100,0.245953353367794,0,20230925023x,2023-09-25,02:33:43,02:33:43
101,0.245953353367794,0,20230925023x,2023-09-25,02:33:43,02:33:43
102,0.22701895059072,0,20230925023x,2023-09-25,02:33:43,02:33:43
103,0.22701895059072,0,20230925023x,2023-09-25,02:33:43,02:33:43
104,0.245656693201591,0,20230925023x,2023-09-25,02:33:43,02:33:43
105,0.245656693201591,0,20230925023x,2023-09-25,02:33:43,02:33:43
106,0.245656693201591,0,20230925023x,2023-09-25,02:33:43,02:33:43
107,0.236305008134751,0,20230925023x,2023-09-25,02:33:43,02:33:43
108,0.236305008134751,0,20230925023x,2023-09-25,02:33:43,02:33:43
109,0.235334688857215,0,20230925023x,2023-09-25,02:33:43,02:33:43
110,0.235334688857215,0,20230925023x,2023-09-25,02:33:43,02:33:43
111,0.256084837257228,0,20230925023x,2023-09-25,02:33:43,02:33:43
112,0.256084837257228,0,20230925023x,2023-09-25,02:33:43,02:33:43
113,0.262581121151605,0,20230925023x,2023-09-25,02:33:43,02:33:43
114,0.262581121151605,0,20230925023x,2023-09-25,02:33:43,02:33:43
115,0.262581121151605,0,20230925023x,2023-09-25,02:33:43,02:33:43
116,0.258143617716756,0,20230925023x,2023-09-25,02:33:43,02:33:43
117,0.258143617716756,0,20230925023x,2023-09-25,02:33:44,02:33:44
118,0.232760064901091,0,20230925023x,2023-09-25,02:33:44,02:33:44
119,0.232760064901091,0,20230925023x,2023-09-25,02:33:44,02:33:44
120,0.232760064901091,0,20230925023x,2023-09-25,02:33:44,02:33:44
121,0.24472167255565,0,20230925023x,2023-09-25,02:33:44,02:33:44
122,0.24472167255565,0,20230925023x,2023-09-25,02:33:44,02:33:44
123,0.24472167255565,0,20230925023x,2023-09-25,02:33:44,02:33:44
124,0.242739794282221,0,20230925023x,2023-09-25,02:33:44,02:33:44
125,0.242739794282221,0,20230925023x,2023-09-25,02:33:44,02:33:44
126,0.242422234157348,0,20230925023x,2023-09-25,02:33:44,02:33:44
127,0.242422234157348,0,20230925023x,2023-09-25,02:33:44,02:33:44
128,0.245165569504927,0,20230925023x,2023-09-25,02:33:44,02:33:44
129,0.245165569504927,0,20230925023x,2023-09-25,02:33:44,02:33:44
130,0.245165569504927,0,20230925023x,2023-09-25,02:33:44,02:33:44
131,0.232380782402349,0,20230925023x,2023-09-25,02:33:44,02:33:44
132,0.232380782402349,0,20230925023x,2023-09-25,02:33:44,02:33:44
133,0.234847191944123,0,20230925023x,2023-09-25,02:33:44,02:33:44
134,0.234847191944123,0,20230925023x,2023-09-25,02:33:44,02:33:44
135,0.237944326200514,0,20230925023x,2023-09-25,02:33:44,02:33:44
136,0.237944326200514,0,20230925023x,2023-09-25,02:33:44,02:33:44
137,0.25770876273757,0,20230925023x,2023-09-25,02:33:44,02:33:44
138,0.25770876273757,0,20230925023x,2023-09-25,02:33:44,02:33:44
139,0.229981664371545,0,20230925023x,2023-09-25,02:33:44,02:33:44
140,0.229981664371545,0,20230925023x,2023-09-25,02:33:44,02:33:44
141,0.262589063550789,0,20230925023x,2023-09-25,02:33:44,02:33:44
142,0.262589063550789,0,20230925023x,2023-09-25,02:33:44,02:33:44
143,0.262589063550789,0,20230925023x,2023-09-25,02:33:44,02:33:44
144,0.262319544069072,0,20230925023x,2023-09-25,02:33:44,02:33:44
145,0.262319544069072,0,20230925023x,2023-09-25,02:33:44,02:33:44
146,0.262503799358354,0,20230925023x,2023-09-25,02:33:44,02:33:44
147,0.262503799358354,0,20230925023x,2023-09-25,02:33:44,02:33:44
148,0.262503799358354,0,20230925023x,2023-09-25,02:33:44,02:33:44
149,0.243362781446985,0,20230925023x,2023-09-25,02:33:44,02:33:44
150,0.243362781446985,0,20230925023x,2023-09-25,02:33:44,02:33:44
151,0.238302673965715,0,20230925023x,2023-09-25,02:33:44,02:33:44
152,0.238302673965715,0,20230925023x,2023-09-25,02:33:44,02:33:44
153,0.139783613804255,0,20230925023x,2023-09-25,02:33:44,02:33:44
154,0.139783613804255,0,20230925023x,2023-09-25,02:33:44,02:33:44
155,0.139783613804255,0,20230925023x,2023-09-25,02:33:44,02:33:44
156,0.0942029361573201,0,20230925023x,2023-09-25,02:33:44,02:33:44
157,0.0994989079852188,0,20230925023x,2023-09-25,02:33:44,02:33:44
158,0.0994989079852188,0,20230925023x,2023-09-25,02:33:44,02:33:44
159,0.0900360979797153,0,20230925023x,2023-09-25,02:33:44,02:33:44
160,0.0900360979797153,0,20230925023x,2023-09-25,02:33:44,02:33:44
161,0.184699262941811,0,20230925023x,2023-09-25,02:33:44,02:33:44
162,0.184699262941811,0,20230925023x,2023-09-25,02:33:44,02:33:44
163,0.217705344708732,0,20230925023x,2023-09-25,02:33:44,02:33:44
164,0.217705344708732,0,20230925023x,2023-09-25,02:33:44,02:33:44
165,0.23039623139691,0,20230925023x,2023-09-25,02:33:44,02:33:44
166,0.23039623139691,0,20230925023x,2023-09-25,02:33:44,02:33:44
167,0.251931734557186,0,20230925023x,2023-09-25,02:33:44,02:33:44
168,0.251931734557186,0,20230925023x,2023-09-25,02:33:44,02:33:44
169,0.251931734557186,0,20230925023x,2023-09-25,02:33:44,02:33:44
170,0.243060794469346,0,20230925023x,2023-09-25,02:33:44,02:33:44
171,0.243060794469346,0,20230925023x,2023-09-25,02:33:44,02:33:44
172,0.243060794469346,0,20230925023x,2023-09-25,02:33:44,02:33:44
173,0.256719219727748,0,20230925023x,2023-09-25,02:33:44,02:33:44
174,0.256719219727748,0,20230925023x,2023-09-25,02:33:44,02:33:44
175,0.251726137633238,0,20230925023x,2023-09-25,02:33:44,02:33:44
176,0.251726137633238,0,20230925023x,2023-09-25,02:33:44,02:33:44
177,0.251726137633238,0,20230925023x,2023-09-25,02:33:44,02:33:44
178,0.248576623103444,0,20230925023x,2023-09-25,02:33:44,02:33:44
179,0.248576623103444,0,20230925023x,2023-09-25,02:33:44,02:33:44
180,0.264447119032946,0,20230925023x,2023-09-25,02:33:44,02:33:44
181,0.264447119032946,0,20230925023x,2023-09-25,02:33:44,02:33:44
182,0.253745496143325,0,20230925023x,2023-09-25,02:33:44,02:33:44
183,0.253745496143325,0,20230925023x,2023-09-25,02:33:44,02:33:44
184,0.251643651439667,0,20230925023x,2023-09-25,02:33:44,02:33:44
185,0.251643651439667,0,20230925023x,2023-09-25,02:33:45,02:33:45
186,0.269469828446846,0,20230925023x,2023-09-25,02:33:45,02:33:45
187,0.269469828446846,0,20230925023x,2023-09-25,02:33:45,02:33:45
188,0.26282188227469,0,20230925023x,2023-09-25,02:33:45,02:33:45
189,0.26282188227469,0,20230925023x,2023-09-25,02:33:45,02:33:45
190,0.250921490422558,0,20230925023x,2023-09-25,02:33:45,02:33:45
191,0.250921490422558,0,20230925023x,2023-09-25,02:33:45,02:33:45
192,0.250921490422558,0,20230925023x,2023-09-25,02:33:45,02:33:45
193,0.254026243976546,0,20230925023x,2023-09-25,02:33:45,02:33:45
194,0.254026243976546,0,20230925023x,2023-09-25,02:33:45,02:33:45
195,0.25314913331018,0,20230925023x,2023-09-25,02:33:45,02:33:45
196,0.25314913331018,0,20230925023x,2023-09-25,02:33:45,02:33:45
197,0.25314913331018,0,20230925023x,2023-09-25,02:33:45,02:33:45
198,0.280016926700843,0,20230925023x,2023-09-25,02:33:45,02:33:45
199,0.280016926700843,0,20230925023x,2023-09-25,02:33:45,02:33:45
200,0.280016926700843,0,20230925023x,2023-09-25,02:33:45,02:33:45
201,0.280016926700843,0,20230925023x,2023-09-25,02:33:45,02:33:45
202,0.255029299599283,0,20230925023x,2023-09-25,02:33:45,02:33:45
203,0.255029299599283,0,20230925023x,2023-09-25,02:33:45,02:33:45
204,0.262632278998243,0,20230925023x,2023-09-25,02:33:45,02:33:45
205,0.262632278998243,0,20230925023x,2023-09-25,02:33:45,02:33:45
206,0.264923726978347,0,20230925023x,2023-09-25,02:33:45,02:33:45
207,0.264923726978347,0,20230925023x,2023-09-25,02:33:45,02:33:45
208,0.273135100511113,0,20230925023x,2023-09-25,02:33:45,02:33:45
209,0.273135100511113,0,20230925023x,2023-09-25,02:33:45,02:33:45
210,0.273135100511113,0,20230925023x,2023-09-25,02:33:45,02:33:45
211,0.256057257401191,0,20230925023x,2023-09-25,02:33:45,02:33:45
212,0.256057257401191,0,20230925023x,2023-09-25,02:33:45,02:33:45
213,0.259179493815312,0,20230925023x,2023-09-25,02:33:45,02:33:45
214,0.259179493815312,0,20230925023x,2023-09-25,02:33:45,02:33:45
215,0.250612169338834,0,20230925023x,2023-09-25,02:33:45,02:33:45
216,0.250612169338834,0,20230925023x,2023-09-25,02:33:45,02:33:45
217,0.26569625671046,0,20230925023x,2023-09-25,02:33:45,02:33:45
218,0.251454048163221,0,20230925023x,2023-09-25,02:33:45,02:33:45
219,0.251454048163221,0,20230925023x,2023-09-25,02:33:45,02:33:45
220,0.266853787048149,0,20230925023x,2023-09-25,02:33:45,02:33:45
221,0.266853787048149,0,20230925023x,2023-09-25,02:33:45,02:33:45
222,0.26021235137825,0,20230925023x,2023-09-25,02:33:45,02:33:45
223,0.269526961312784,0,20230925023x,2023-09-25,02:33:45,02:33:45
224,0.269526961312784,0,20230925023x,2023-09-25,02:33:45,02:33:45
225,0.269526961312784,0,20230925023x,2023-09-25,02:33:45,02:33:45
226,0.269034030535481,0,20230925023x,2023-09-25,02:33:45,02:33:45
227,0.269034030535481,0,20230925023x,2023-09-25,02:33:45,02:33:45
228,0.260856935620365,0,20230925023x,2023-09-25,02:33:45,02:33:45
229,0.260856935620365,0,20230925023x,2023-09-25,02:33:45,02:33:45
230,0.264376797296083,0,20230925023x,2023-09-25,02:33:45,02:33:45
231,0.264376797296083,0,20230925023x,2023-09-25,02:33:45,02:33:45
232,0.264376797296083,0,20230925023x,2023-09-25,02:33:45,02:33:45
233,0.271689078324801,0,20230925023x,2023-09-25,02:33:45,02:33:45
234,0.271689078324801,0,20230925023x,2023-09-25,02:33:45,02:33:45
235,0.260395359786067,0,20230925023x,2023-09-25,02:33:45,02:33:45
236,0.260395359786067,0,20230925023x,2023-09-25,02:33:45,02:33:45
237,0.26312002062025,0,20230925023x,2023-09-25,02:33:45,02:33:45
238,0.25049074572141,0,20230925023x,2023-09-25,02:33:45,02:33:45
239,0.25049074572141,0,20230925023x,2023-09-25,02:33:45,02:33:45
240,0.264586070731774,0,20230925023x,2023-09-25,02:33:45,02:33:45
241,0.264586070731774,0,20230925023x,2023-09-25,02:33:45,02:33:45
242,0.253596591185037,0,20230925023x,2023-09-25,02:33:45,02:33:45
243,0.253596591185037,0,20230925023x,2023-09-25,02:33:45,02:33:45
244,0.2582277489164,0,20230925023x,2023-09-25,02:33:45,02:33:45
245,0.2582277489164,0,20230925023x,2023-09-25,02:33:45,02:33:45
246,0.254546016469049,0,20230925023x,2023-09-25,02:33:45,02:33:45
247,0.254546016469049,0,20230925023x,2023-09-25,02:33:45,02:33:45
248,0.254546016469049,0,20230925023x,2023-09-25,02:33:46,02:33:46
249,0.254170445312848,0,20230925023x,2023-09-25,02:33:46,02:33:46
250,0.254170445312848,0,20230925023x,2023-09-25,02:33:46,02:33:46
251,0.254170445312848,0,20230925023x,2023-09-25,02:33:46,02:33:46
252,0.248441314421971,0,20230925023x,2023-09-25,02:33:46,02:33:46
253,0.248441314421971,0,20230925023x,2023-09-25,02:33:46,02:33:46
254,0.249214020009922,0,20230925023x,2023-09-25,02:33:46,02:33:46
255,0.249214020009922,0,20230925023x,2023-09-25,02:33:46,02:33:46
256,0.249214020009922,0,20230925023x,2023-09-25,02:33:46,02:33:46
257,0.23721013848595,0,20230925023x,2023-09-25,02:33:46,02:33:46
258,0.23721013848595,0,20230925023x,2023-09-25,02:33:46,02:33:46
259,0.242416961505983,0,20230925023x,2023-09-25,02:33:46,02:33:46
260,0.242416961505983,0,20230925023x,2023-09-25,02:33:46,02:33:46
261,0.242192855431295,0,20230925023x,2023-09-25,02:33:46,02:33:46
262,0.242192855431295,0,20230925023x,2023-09-25,02:33:46,02:33:46
263,0.242192855431295,0,20230925023x,2023-09-25,02:33:46,02:33:46
264,0.243111924633997,0,20230925023x,2023-09-25,02:33:46,02:33:46
265,0.243111924633997,0,20230925023x,2023-09-25,02:33:46,02:33:46
266,0.254577607547548,0,20230925023x,2023-09-25,02:33:46,02:33:46
267,0.254577607547548,0,20230925023x,2023-09-25,02:33:46,02:33:46
268,0.254577607547548,0,20230925023x,2023-09-25,02:33:46,02:33:46
269,0.239140168197104,0,20230925023x,2023-09-25,02:33:46,02:33:46
270,0.239140168197104,0,20230925023x,2023-09-25,02:33:46,02:33:46
271,0.253694549679282,0,20230925023x,2023-09-25,02:33:46,02:33:46
272,0.253694549679282,0,20230925023x,2023-09-25,02:33:46,02:33:46
273,0.25894350009226,0,20230925023x,2023-09-25,02:33:46,02:33:46
274,0.25894350009226,0,20230925023x,2023-09-25,02:33:46,02:33:46
275,0.278323474261261,0,20230925023x,2023-09-25,02:33:46,02:33:46
276,0.278323474261261,0,20230925023x,2023-09-25,02:33:46,02:33:46
277,0.278323474261261,0,20230925023x,2023-09-25,02:33:46,02:33:46
278,0.278323474261261,0,20230925023x,2023-09-25,02:33:46,02:33:46
279,0.269034030535481,0,20230925023x,2023-09-25,02:33:46,02:33:46
280,0.269034030535481,0,20230925023x,2023-09-25,02:33:46,02:33:46
281,0.264447119032946,0,20230925023x,2023-09-25,02:33:46,02:33:46
282,0.264447119032946,0,20230925023x,2023-09-25,02:33:46,02:33:46
283,0.264447119032946,0,20230925023x,2023-09-25,02:33:46,02:33:46
284,0.242238824041113,0,20230925023x,2023-09-25,02:33:46,02:33:46
285,0.242238824041113,0,20230925023x,2023-09-25,02:33:46,02:33:46
286,0.242238824041113,0,20230925023x,2023-09-25,02:33:46,02:33:46
287,0.245025509280819,0,20230925023x,2023-09-25,02:33:46,02:33:46
288,0.245025509280819,0,20230925023x,2023-09-25,02:33:46,02:33:46
289,0.264447119032946,0,20230925023x,2023-09-25,02:33:46,02:33:46
290,0.264447119032946,0,20230925023x,2023-09-25,02:33:46,02:33:46
291,0.264447119032946,0,20230925023x,2023-09-25,02:33:46,02:33:46
292,0.267807104895803,0,20230925023x,2023-09-25,02:33:46,02:33:46
293,0.267807104895803,0,20230925023x,2023-09-25,02:33:46,02:33:46
294,0.257407010923095,0,20230925023x,2023-09-25,02:33:46,02:33:46
295,0.257407010923095,0,20230925023x,2023-09-25,02:33:46,02:33:46
296,0.255305166219437,0,20230925023x,2023-09-25,02:33:46,02:33:46
297,0.255305166219437,0,20230925023x,2023-09-25,02:33:46,02:33:46
298,0.255305166219437,0,20230925023x,2023-09-25,02:33:46,02:33:46
299,0.245176859238898,0,20230925023x,2023-09-25,02:33:46,02:33:46
300,0.245176859238898,0,20230925023x,2023-09-25,02:33:46,02:33:46
301,0.259107989006503,0,20230925023x,2023-09-25,02:33:46,02:33:46
302,0.259107989006503,0,20230925023x,2023-09-25,02:33:46,02:33:46
303,0.259107989006503,0,20230925023x,2023-09-25,02:33:46,02:33:46
304,0.237408775494621,0,20230925023x,2023-09-25,02:33:46,02:33:46
305,0.237408775494621,0,20230925023x,2023-09-25,02:33:46,02:33:46
306,0.234102777249265,0,20230925023x,2023-09-25,02:33:46,02:33:46
307,0.234102777249265,0,20230925023x,2023-09-25,02:33:46,02:33:46
308,0.234102777249265,0,20230925023x,2023-09-25,02:33:46,02:33:46
309,0.234102777249265,0,20230925023x,2023-09-25,02:33:46,02:33:46
310,0.248796439326961,0,20230925023x,2023-09-25,02:33:46,02:33:46
311,0.248796439326961,0,20230925023x,2023-09-25,02:33:46,02:33:46
312,0.236481628519228,0,20230925023x,2023-09-25,02:33:46,02:33:46
313,0.236481628519228,0,20230925023x,2023-09-25,02:33:46,02:33:46
314,0.236481628519228,0,20230925023x,2023-09-25,02:33:46,02:33:46
315,0.249657946343688,0,20230925023x,2023-09-25,02:33:46,02:33:46
316,0.249657946343688,0,20230925023x,2023-09-25,02:33:46,02:33:46
317,0.24287244735588,0,20230925023x,2023-09-25,02:33:46,02:33:46
318,0.24287244735588,0,20230925023x,2023-09-25,02:33:46,02:33:46
319,0.239579582497477,0,20230925023x,2023-09-25,02:33:46,02:33:46
320,0.239579582497477,0,20230925023x,2023-09-25,02:33:46,02:33:46
321,0.24594981813402,0,20230925023x,2023-09-25,02:33:46,02:33:46
322,0.24594981813402,0,20230925023x,2023-09-25,02:33:46,02:33:46
323,0.24594981813402,0,20230925023x,2023-09-25,02:33:47,02:33:47
324,0.230340781149279,0,20230925023x,2023-09-25,02:33:47,02:33:47
325,0.230340781149279,0,20230925023x,2023-09-25,02:33:47,02:33:47
326,0.248507238692343,0,20230925023x,2023-09-25,02:33:47,02:33:47
327,0.248507238692343,0,20230925023x,2023-09-25,02:33:47,02:33:47
328,0.134788139032315,0,20230925023x,2023-09-25,02:33:47,02:33:47
329,0.134788139032315,0,20230925023x,2023-09-25,02:33:47,02:33:47
330,0.0915159952431084,0,20230925023x,2023-09-25,02:33:47,02:33:47
331,0.0915159952431084,0,20230925023x,2023-09-25,02:33:47,02:33:47
332,0.0915159952431084,0,20230925023x,2023-09-25,02:33:47,02:33:47
333,0.0698305891425307,0,20230925023x,2023-09-25,02:33:47,02:33:47
334,0.0698305891425307,0,20230925023x,2023-09-25,02:33:47,02:33:47
335,0.0927834389404565,0,20230925023x,2023-09-25,02:33:47,02:33:47
336,0.0927834389404565,0,20230925023x,2023-09-25,02:33:47,02:33:47
337,0.0927834389404565,0,20230925023x,2023-09-25,02:33:47,02:33:47
338,0.0927834389404565,0,20230925023x,2023-09-25,02:33:47,02:33:47
339,0.109281517697358,0,20230925023x,2023-09-25,02:33:47,02:33:47
340,0.109281517697358,0,20230925023x,2023-09-25,02:33:47,02:33:47
341,0.152881254970098,0,20230925023x,2023-09-25,02:33:47,02:33:47
342,0.152881254970098,0,20230925023x,2023-09-25,02:33:47,02:33:47
343,0.166644667328047,0,20230925023x,2023-09-25,02:33:47,02:33:47
344,0.166644667328047,0,20230925023x,2023-09-25,02:33:47,02:33:47
345,0.166644667328047,0,20230925023x,2023-09-25,02:33:47,02:33:47
346,0.183416215717502,0,20230925023x,2023-09-25,02:33:47,02:33:47
347,0.183416215717502,0,20230925023x,2023-09-25,02:33:47,02:33:47
348,0.226835509312365,0,20230925023x,2023-09-25,02:33:47,02:33:47
349,0.226835509312365,0,20230925023x,2023-09-25,02:33:47,02:33:47
350,0.226835509312365,0,20230925023x,2023-09-25,02:33:47,02:33:47
351,0.202014040282333,0,20230925023x,2023-09-25,02:33:47,02:33:47
352,0.202014040282333,0,20230925023x,2023-09-25,02:33:47,02:33:47
353,0.227947820519945,0,20230925023x,2023-09-25,02:33:47,02:33:47
354,0.227947820519945,0,20230925023x,2023-09-25,02:33:47,02:33:47
355,0.233567639535396,0,20230925023x,2023-09-25,02:33:47,02:33:47
356,0.233567639535396,0,20230925023x,2023-09-25,02:33:47,02:33:47
357,0.206614030495285,0,20230925023x,2023-09-25,02:33:47,02:33:47
358,0.206614030495285,0,20230925023x,2023-09-25,02:33:47,02:33:47
359,0.239331604892466,0,20230925023x,2023-09-25,02:33:47,02:33:47
360,0.239331604892466,0,20230925023x,2023-09-25,02:33:47,02:33:47
361,0.239331604892466,0,20230925023x,2023-09-25,02:33:47,02:33:47
362,0.229505575179558,0,20230925023x,2023-09-25,02:33:47,02:33:47
363,0.229505575179558,0,20230925023x,2023-09-25,02:33:47,02:33:47
364,0.237324348652503,0,20230925023x,2023-09-25,02:33:47,02:33:47
365,0.237324348652503,0,20230925023x,2023-09-25,02:33:47,02:33:47
366,0.246283332772483,0,20230925023x,2023-09-25,02:33:47,02:33:47
367,0.243257253767599,0,20230925023x,2023-09-25,02:33:47,02:33:47
368,0.251332551812824,0,20230925023x,2023-09-25,02:33:47,02:33:47
369,0.233105313562597,0,20230925023x,2023-09-25,02:33:47,02:33:47
370,0.233105313562597,0,20230925023x,2023-09-25,02:33:47,02:33:47
371,0.240091010727638,0,20230925023x,2023-09-25,02:33:47,02:33:47
372,0.251924399272888,0,20230925023x,2023-09-25,02:33:47,02:33:47
373,0.255292246683455,0,20230925023x,2023-09-25,02:33:47,02:33:47
374,0.24032655686701,0,20230925023x,2023-09-25,02:33:47,02:33:47
375,0.24032655686701,0,20230925023x,2023-09-25,02:33:47,02:33:47
376,0.252126003643494,0,20230925023x,2023-09-25,02:33:47,02:33:47
