id,count,sequence_id,date,start_date,end_date
5246,0,20231011061x,2023-10-11,06:12:36,06:12:36
5247,0,20231011061x,2023-10-11,06:12:37,06:12:37
5248,0,20231011061x,2023-10-11,06:12:38,06:12:38
5249,1,20231011061x,2023-10-11,06:12:39,06:12:39
5250,0,20231011061x,2023-10-11,06:12:40,06:12:40
5251,0,20231011061x,2023-10-11,06:12:41,06:12:41
5252,0,20231011061x,2023-10-11,06:12:42,06:12:42
5253,0,20231011061x,2023-10-11,06:12:43,06:12:43
5254,0,20231011061x,2023-10-11,06:12:44,06:12:44
5255,0,20231011061x,2023-10-11,06:12:45,06:12:45
5256,0,20231011061x,2023-10-11,06:12:46,06:12:46
5257,0,20231011061x,2023-10-11,06:12:47,06:12:47
5258,0,20231011061x,2023-10-11,06:12:48,06:12:48
5259,1,20231011061x,2023-10-11,06:12:49,06:12:49
5260,0,20231011061x,2023-10-11,06:12:50,06:12:50
5261,0,20231011061x,2023-10-11,06:12:51,06:12:51
5262,0,20231011061x,2023-10-11,06:12:52,06:12:52
5263,0,20231011061x,2023-10-11,06:12:53,06:12:53
5264,0,20231011061x,2023-10-11,06:12:54,06:12:54
5265,0,20231011061x,2023-10-11,06:12:55,06:12:55
5266,0,20231011061x,2023-10-11,06:12:56,06:12:56
5267,0,20231011061x,2023-10-11,06:12:57,06:12:57
5268,0,20231011061x,2023-10-11,06:12:58,06:12:58
5269,0,20231011061x,2023-10-11,06:12:59,06:12:59
5270,0,20231011061x,2023-10-11,06:13:00,06:13:00
5271,0,20231011061x,2023-10-11,06:13:01,06:13:01
5272,0,20231011061x,2023-10-11,06:13:02,06:13:02
5273,0,20231011061x,2023-10-11,06:13:03,06:13:03
5274,0,20231011061x,2023-10-11,06:13:04,06:13:04
5275,1,20231011061x,2023-10-11,06:13:05,06:13:05
5276,0,20231011061x,2023-10-11,06:13:06,06:13:06
5277,0,20231011061x,2023-10-11,06:13:07,06:13:07
5278,0,20231011061x,2023-10-11,06:13:08,06:13:08
5279,0,20231011061x,2023-10-11,06:13:09,06:13:09
5280,0,20231011061x,2023-10-11,06:13:10,06:13:10
5281,0,20231011061x,2023-10-11,06:13:11,06:13:11
5282,0,20231011061x,2023-10-11,06:13:12,06:13:12
5283,0,20231011061x,2023-10-11,06:13:13,06:13:13
5284,0,20231011061x,2023-10-11,06:13:14,06:13:14
5285,0,20231011061x,2023-10-11,06:13:15,06:13:15
5286,0,20231011061x,2023-10-11,06:13:16,06:13:16
5287,0,20231011061x,2023-10-11,06:13:17,06:13:17
5288,0,20231011061x,2023-10-11,06:13:18,06:13:18
5289,0,20231011061x,2023-10-11,06:13:19,06:13:19
5290,1,20231011061x,2023-10-11,06:13:20,06:13:20
5291,0,20231011061x,2023-10-11,06:13:21,06:13:21
5292,0,20231011061x,2023-10-11,06:13:22,06:13:22
5293,0,20231011061x,2023-10-11,06:13:23,06:13:23
5294,0,20231011061x,2023-10-11,06:13:24,06:13:24
5295,0,20231011061x,2023-10-11,06:13:25,06:13:25
5296,0,20231011061x,2023-10-11,06:13:26,06:13:26
5297,0,20231011061x,2023-10-11,06:13:27,06:13:27
5298,0,20231011061x,2023-10-11,06:13:28,06:13:28
5299,0,20231011061x,2023-10-11,06:13:29,06:13:29
5300,0,20231011061x,2023-10-11,06:13:30,06:13:30
5301,0,20231011061x,2023-10-11,06:13:31,06:13:31
5302,0,20231011061x,2023-10-11,06:13:32,06:13:32
5303,0,20231011061x,2023-10-11,06:13:33,06:13:33
5304,0,20231011061x,2023-10-11,06:13:34,06:13:34
5305,0,20231011061x,2023-10-11,06:13:35,06:13:35
5306,0,20231011061x,2023-10-11,06:13:36,06:13:36
5307,0,20231011061x,2023-10-11,06:13:37,06:13:37
5308,1,20231011061x,2023-10-11,06:13:38,06:13:38
5309,1,20231011061x,2023-10-11,06:13:39,06:13:39
5310,0,20231011061x,2023-10-11,06:13:40,06:13:40
5311,0,20231011061x,2023-10-11,06:13:41,06:13:41
5312,0,20231011061x,2023-10-11,06:13:42,06:13:42
5313,0,20231011061x,2023-10-11,06:13:43,06:13:43
5314,0,20231011061x,2023-10-11,06:13:44,06:13:44
5315,0,20231011061x,2023-10-11,06:13:45,06:13:45
5316,0,20231011061x,2023-10-11,06:13:46,06:13:46
5317,0,20231011061x,2023-10-11,06:13:47,06:13:47
5318,0,20231011061x,2023-10-11,06:13:48,06:13:48
5319,0,20231011061x,2023-10-11,06:13:49,06:13:49
5320,0,20231011061x,2023-10-11,06:13:51,06:13:51
5321,0,20231011061x,2023-10-11,06:13:52,06:13:52
5322,0,20231011061x,2023-10-11,06:13:53,06:13:53
5323,0,20231011061x,2023-10-11,06:13:54,06:13:54
5324,0,20231011061x,2023-10-11,06:13:55,06:13:55
5325,0,20231011061x,2023-10-11,06:13:56,06:13:56
5326,0,20231011061x,2023-10-11,06:13:57,06:13:57
5327,0,20231011061x,2023-10-11,06:13:58,06:13:58
5328,0,20231011061x,2023-10-11,06:13:59,06:13:59
5329,0,20231011061x,2023-10-11,06:14:00,06:14:00
5330,0,20231011061x,2023-10-11,06:14:01,06:14:01
5331,1,20231011061x,2023-10-11,06:14:02,06:14:02
5332,0,20231011061x,2023-10-11,06:14:03,06:14:03
5333,0,20231011061x,2023-10-11,06:14:04,06:14:04
5334,0,20231011061x,2023-10-11,06:14:05,06:14:05
5335,0,20231011061x,2023-10-11,06:14:06,06:14:06
5336,0,20231011061x,2023-10-11,06:14:07,06:14:07
5337,0,20231011061x,2023-10-11,06:14:08,06:14:08
5338,0,20231011061x,2023-10-11,06:14:09,06:14:09
5339,0,20231011061x,2023-10-11,06:14:10,06:14:10
5340,0,20231011061x,2023-10-11,06:14:11,06:14:11
5341,0,20231011061x,2023-10-11,06:14:12,06:14:12
5342,0,20231011061x,2023-10-11,06:14:13,06:14:13
5343,0,20231011061x,2023-10-11,06:14:14,06:14:14
5344,0,20231011061x,2023-10-11,06:14:15,06:14:15
5345,0,20231011061x,2023-10-11,06:14:16,06:14:16
5346,0,20231011061x,2023-10-11,06:14:17,06:14:17
5347,0,20231011061x,2023-10-11,06:14:18,06:14:18
5348,1,20231011061x,2023-10-11,06:14:19,06:14:19
5349,0,20231011061x,2023-10-11,06:14:20,06:14:20
5350,0,20231011061x,2023-10-11,06:14:21,06:14:21
5351,0,20231011061x,2023-10-11,06:14:22,06:14:22
5352,0,20231011061x,2023-10-11,06:14:23,06:14:23
5353,0,20231011061x,2023-10-11,06:14:24,06:14:24
5354,0,20231011061x,2023-10-11,06:14:25,06:14:25
5355,0,20231011061x,2023-10-11,06:14:26,06:14:26
5356,0,20231011061x,2023-10-11,06:14:27,06:14:27
5357,0,20231011061x,2023-10-11,06:14:28,06:14:28
5358,0,20231011061x,2023-10-11,06:14:29,06:14:29
5359,0,20231011061x,2023-10-11,06:14:30,06:14:30
5360,0,20231011061x,2023-10-11,06:14:31,06:14:31
5361,0,20231011061x,2023-10-11,06:14:32,06:14:32
5362,0,20231011061x,2023-10-11,06:14:33,06:14:33
5363,0,20231011061x,2023-10-11,06:14:34,06:14:34
5364,0,20231011061x,2023-10-11,06:14:35,06:14:35
5365,0,20231011061x,2023-10-11,06:14:36,06:14:36
5366,0,20231011061x,2023-10-11,06:14:37,06:14:37
5367,0,20231011061x,2023-10-11,06:14:38,06:14:38
5368,1,20231011061x,2023-10-11,06:14:39,06:14:39
5369,1,20231011061x,2023-10-11,06:14:40,06:14:40
5370,0,20231011061x,2023-10-11,06:14:41,06:14:41
5371,0,20231011061x,2023-10-11,06:14:42,06:14:42
5372,0,20231011061x,2023-10-11,06:14:43,06:14:43
5373,0,20231011061x,2023-10-11,06:14:44,06:14:44
5374,0,20231011061x,2023-10-11,06:14:45,06:14:45
5375,0,20231011061x,2023-10-11,06:14:46,06:14:46
5376,0,20231011061x,2023-10-11,06:14:47,06:14:47
5377,0,20231011061x,2023-10-11,06:14:48,06:14:48
5378,0,20231011061x,2023-10-11,06:14:49,06:14:49
5379,0,20231011061x,2023-10-11,06:14:50,06:14:50
5380,0,20231011061x,2023-10-11,06:14:51,06:14:51
5381,0,20231011061x,2023-10-11,06:14:52,06:14:52
5382,1,20231011061x,2023-10-11,06:14:53,06:14:53
5383,1,20231011061x,2023-10-11,06:14:54,06:14:54
5384,0,20231011061x,2023-10-11,06:14:55,06:14:55
5385,0,20231011061x,2023-10-11,06:14:56,06:14:56
5386,0,20231011061x,2023-10-11,06:14:57,06:14:57
5387,0,20231011061x,2023-10-11,06:14:58,06:14:58
5388,0,20231011061x,2023-10-11,06:14:59,06:14:59
5389,0,20231011061x,2023-10-11,06:15:00,06:15:00
5390,0,20231011061x,2023-10-11,06:15:01,06:15:01
5391,0,20231011061x,2023-10-11,06:15:02,06:15:02
5392,0,20231011061x,2023-10-11,06:15:03,06:15:03
5393,0,20231011061x,2023-10-11,06:15:04,06:15:04
5394,0,20231011061x,2023-10-11,06:15:05,06:15:05
5395,0,20231011061x,2023-10-11,06:15:06,06:15:06
5396,0,20231011061x,2023-10-11,06:15:07,06:15:08
5397,0,20231011061x,2023-10-11,06:15:09,06:15:09
5398,1,20231011061x,2023-10-11,06:15:10,06:15:10
5399,0,20231011061x,2023-10-11,06:15:11,06:15:11
5400,0,20231011061x,2023-10-11,06:15:12,06:15:12
5401,0,20231011061x,2023-10-11,06:15:13,06:15:13
5402,0,20231011061x,2023-10-11,06:15:14,06:15:14
5403,1,20231011061x,2023-10-11,06:15:15,06:15:15
5404,0,20231011061x,2023-10-11,06:15:16,06:15:16
5405,0,20231011061x,2023-10-11,06:15:17,06:15:17
5406,0,20231011061x,2023-10-11,06:15:18,06:15:18
5407,0,20231011061x,2023-10-11,06:15:19,06:15:19
5408,0,20231011061x,2023-10-11,06:15:20,06:15:20
5409,0,20231011061x,2023-10-11,06:15:21,06:15:21
5410,0,20231011061x,2023-10-11,06:15:22,06:15:22
5411,0,20231011061x,2023-10-11,06:15:23,06:15:23
5412,0,20231011061x,2023-10-11,06:15:24,06:15:24
5413,1,20231011061x,2023-10-11,06:15:25,06:15:25
5414,0,20231011061x,2023-10-11,06:15:26,06:15:26
5415,0,20231011061x,2023-10-11,06:15:27,06:15:27
5416,0,20231011061x,2023-10-11,06:15:28,06:15:28
5417,0,20231011061x,2023-10-11,06:15:29,06:15:29
5418,1,20231011061x,2023-10-11,06:15:30,06:15:30
5419,0,20231011061x,2023-10-11,06:15:31,06:15:31
5420,0,20231011061x,2023-10-11,06:15:32,06:15:32
5421,0,20231011061x,2023-10-11,06:15:33,06:15:33
5422,2,20231011061x,2023-10-11,06:15:34,06:15:34
5423,0,20231011061x,2023-10-11,06:15:35,06:15:35
5424,0,20231011061x,2023-10-11,06:15:36,06:15:36
5425,0,20231011061x,2023-10-11,06:15:37,06:15:37
5426,0,20231011061x,2023-10-11,06:15:38,06:15:38
5427,0,20231011061x,2023-10-11,06:15:39,06:15:39
5428,1,20231011061x,2023-10-11,06:15:40,06:15:40
5429,0,20231011061x,2023-10-11,06:15:41,06:15:41
5430,0,20231011061x,2023-10-11,06:15:42,06:15:42
5431,0,20231011061x,2023-10-11,06:15:43,06:15:43
5432,0,20231011061x,2023-10-11,06:15:44,06:15:44
5433,1,20231011061x,2023-10-11,06:15:45,06:15:45
5434,0,20231011061x,2023-10-11,06:15:46,06:15:46
5435,0,20231011061x,2023-10-11,06:15:47,06:15:47
5436,0,20231011061x,2023-10-11,06:15:48,06:15:48
5437,0,20231011061x,2023-10-11,06:15:49,06:15:49
5438,0,20231011061x,2023-10-11,06:15:50,06:15:50
5439,0,20231011061x,2023-10-11,06:15:51,06:15:51
5440,0,20231011061x,2023-10-11,06:15:52,06:15:52
5441,0,20231011061x,2023-10-11,06:15:53,06:15:53
5442,0,20231011061x,2023-10-11,06:15:54,06:15:54
5443,0,20231011061x,2023-10-11,06:15:55,06:15:55
5444,0,20231011061x,2023-10-11,06:15:56,06:15:56
5445,0,20231011061x,2023-10-11,06:15:57,06:15:57
5446,0,20231011061x,2023-10-11,06:15:58,06:15:58
5447,0,20231011061x,2023-10-11,06:15:59,06:15:59
5448,0,20231011061x,2023-10-11,06:16:00,06:16:00
5449,1,20231011061x,2023-10-11,06:16:01,06:16:01
5450,0,20231011061x,2023-10-11,06:16:02,06:16:02
5451,0,20231011061x,2023-10-11,06:16:03,06:16:03
5452,0,20231011061x,2023-10-11,06:16:04,06:16:04
5453,0,20231011061x,2023-10-11,06:16:05,06:16:05
5454,0,20231011061x,2023-10-11,06:16:06,06:16:06
5455,1,20231011061x,2023-10-11,06:16:07,06:16:07
5456,0,20231011061x,2023-10-11,06:16:08,06:16:08
5457,0,20231011061x,2023-10-11,06:16:09,06:16:09
5458,0,20231011061x,2023-10-11,06:16:10,06:16:10
5459,0,20231011061x,2023-10-11,06:16:11,06:16:11
5460,0,20231011061x,2023-10-11,06:16:12,06:16:12
5461,0,20231011061x,2023-10-11,06:16:13,06:16:13
5462,0,20231011061x,2023-10-11,06:16:14,06:16:14
5463,0,20231011061x,2023-10-11,06:16:15,06:16:15
5464,0,20231011061x,2023-10-11,06:16:16,06:16:16
5465,0,20231011061x,2023-10-11,06:16:17,06:16:17
5466,0,20231011061x,2023-10-11,06:16:18,06:16:18
5467,0,20231011061x,2023-10-11,06:16:19,06:16:19
5468,1,20231011061x,2023-10-11,06:16:20,06:16:20
5469,1,20231011061x,2023-10-11,06:16:21,06:16:21
5470,0,20231011061x,2023-10-11,06:16:22,06:16:22
5471,0,20231011061x,2023-10-11,06:16:23,06:16:23
5472,0,20231011061x,2023-10-11,06:16:24,06:16:24
5473,0,20231011061x,2023-10-11,06:16:26,06:16:26
5474,1,20231011061x,2023-10-11,06:16:27,06:16:27
5475,0,20231011061x,2023-10-11,06:16:28,06:16:28
5476,0,20231011061x,2023-10-11,06:16:29,06:16:29
5477,0,20231011061x,2023-10-11,06:16:30,06:16:30
5478,0,20231011061x,2023-10-11,06:16:31,06:16:31
5479,0,20231011061x,2023-10-11,06:16:32,06:16:32
5480,0,20231011061x,2023-10-11,06:16:33,06:16:33
5481,0,20231011061x,2023-10-11,06:16:34,06:16:34
5482,0,20231011061x,2023-10-11,06:16:35,06:16:35
5483,0,20231011061x,2023-10-11,06:16:36,06:16:36
5484,0,20231011061x,2023-10-11,06:16:37,06:16:37
5485,1,20231011061x,2023-10-11,06:16:38,06:16:38
5486,0,20231011061x,2023-10-11,06:16:39,06:16:39
5487,0,20231011061x,2023-10-11,06:16:40,06:16:40
5488,0,20231011061x,2023-10-11,06:16:41,06:16:41
5489,0,20231011061x,2023-10-11,06:16:42,06:16:42
5490,0,20231011061x,2023-10-11,06:16:43,06:16:43
5491,0,20231011061x,2023-10-11,06:16:44,06:16:44
5492,0,20231011061x,2023-10-11,06:16:45,06:16:45
5493,0,20231011061x,2023-10-11,06:16:46,06:16:46
5494,0,20231011061x,2023-10-11,06:16:47,06:16:47
5495,0,20231011061x,2023-10-11,06:16:48,06:16:48
5496,0,20231011061x,2023-10-11,06:16:49,06:16:49
5497,1,20231011061x,2023-10-11,06:16:50,06:16:50
5498,0,20231011061x,2023-10-11,06:16:51,06:16:51
5499,0,20231011061x,2023-10-11,06:16:52,06:16:52
5500,0,20231011061x,2023-10-11,06:16:53,06:16:53
5501,0,20231011061x,2023-10-11,06:16:54,06:16:54
5502,0,20231011061x,2023-10-11,06:16:55,06:16:55
5503,0,20231011061x,2023-10-11,06:16:56,06:16:56
5504,0,20231011061x,2023-10-11,06:16:57,06:16:57
5505,0,20231011061x,2023-10-11,06:16:58,06:16:58
5506,0,20231011061x,2023-10-11,06:16:59,06:16:59
5507,0,20231011061x,2023-10-11,06:17:00,06:17:00
5508,0,20231011061x,2023-10-11,06:17:01,06:17:01
5509,0,20231011061x,2023-10-11,06:17:02,06:17:02
5510,0,20231011061x,2023-10-11,06:17:03,06:17:03
5511,0,20231011061x,2023-10-11,06:17:04,06:17:04
5512,1,20231011061x,2023-10-11,06:17:05,06:17:05
5513,0,20231011061x,2023-10-11,06:17:06,06:17:06
5514,0,20231011061x,2023-10-11,06:17:07,06:17:07
5515,0,20231011061x,2023-10-11,06:17:08,06:17:08
5516,0,20231011061x,2023-10-11,06:17:09,06:17:09
5517,0,20231011061x,2023-10-11,06:17:10,06:17:10
5518,0,20231011061x,2023-10-11,06:17:11,06:17:11
5519,0,20231011061x,2023-10-11,06:17:12,06:17:12
5520,1,20231011061x,2023-10-11,06:17:13,06:17:13
5521,0,20231011061x,2023-10-11,06:17:14,06:17:14
5522,0,20231011061x,2023-10-11,06:17:15,06:17:15
5523,0,20231011061x,2023-10-11,06:17:16,06:17:16
5524,0,20231011061x,2023-10-11,06:17:17,06:17:17
5525,0,20231011061x,2023-10-11,06:17:18,06:17:18
5526,1,20231011061x,2023-10-11,06:17:19,06:17:19
5527,1,20231011061x,2023-10-11,06:17:20,06:17:20
5528,1,20231011061x,2023-10-11,06:17:21,06:17:21
5529,0,20231011061x,2023-10-11,06:17:22,06:17:22
5530,1,20231011061x,2023-10-11,06:17:23,06:17:23
5531,0,20231011061x,2023-10-11,06:17:24,06:17:24
5532,0,20231011061x,2023-10-11,06:17:25,06:17:25
5533,0,20231011061x,2023-10-11,06:17:26,06:17:26
5534,0,20231011061x,2023-10-11,06:17:27,06:17:27
5535,0,20231011061x,2023-10-11,06:17:28,06:17:28
5536,0,20231011061x,2023-10-11,06:17:29,06:17:29
5537,0,20231011061x,2023-10-11,06:17:30,06:17:30
5538,1,20231011061x,2023-10-11,06:17:31,06:17:31
5539,0,20231011061x,2023-10-11,06:17:32,06:17:32
5540,0,20231011061x,2023-10-11,06:17:33,06:17:33
5541,0,20231011061x,2023-10-11,06:17:34,06:17:34
5542,0,20231011061x,2023-10-11,06:17:35,06:17:35
5543,1,20231011061x,2023-10-11,06:17:36,06:17:36
5544,0,20231011061x,2023-10-11,06:17:37,06:17:37
5545,0,20231011061x,2023-10-11,06:17:38,06:17:38
5546,0,20231011061x,2023-10-11,06:17:40,06:17:40
5547,0,20231011061x,2023-10-11,06:17:41,06:17:41
5548,0,20231011061x,2023-10-11,06:17:42,06:17:42
5549,0,20231011061x,2023-10-11,06:17:43,06:17:43
5550,0,20231011061x,2023-10-11,06:17:44,06:17:44
5551,0,20231011061x,2023-10-11,06:17:45,06:17:45
5552,0,20231011061x,2023-10-11,06:17:46,06:17:46
5553,0,20231011061x,2023-10-11,06:17:47,06:17:47
5554,0,20231011061x,2023-10-11,06:17:48,06:17:48
5555,0,20231011061x,2023-10-11,06:17:49,06:17:49
5556,1,20231011061x,2023-10-11,06:17:50,06:17:50
5557,1,20231011061x,2023-10-11,06:17:51,06:17:51
5558,0,20231011061x,2023-10-11,06:17:52,06:17:52
5559,1,20231011061x,2023-10-11,06:17:53,06:17:53
5560,0,20231011061x,2023-10-11,06:17:54,06:17:54
5561,0,20231011061x,2023-10-11,06:17:55,06:17:55
5562,0,20231011061x,2023-10-11,06:17:56,06:17:56
5563,1,20231011061x,2023-10-11,06:17:57,06:17:57
5564,0,20231011061x,2023-10-11,06:17:58,06:17:58
5565,0,20231011061x,2023-10-11,06:17:59,06:17:59
5566,0,20231011061x,2023-10-11,06:18:00,06:18:00
5567,0,20231011061x,2023-10-11,06:18:01,06:18:01
5568,0,20231011061x,2023-10-11,06:18:02,06:18:02
5569,0,20231011061x,2023-10-11,06:18:03,06:18:03
5570,0,20231011061x,2023-10-11,06:18:04,06:18:04
5571,0,20231011061x,2023-10-11,06:18:05,06:18:05
5572,0,20231011061x,2023-10-11,06:18:06,06:18:06
5573,0,20231011061x,2023-10-11,06:18:07,06:18:07
5574,0,20231011061x,2023-10-11,06:18:08,06:18:08
5575,0,20231011061x,2023-10-11,06:18:09,06:18:09
5576,0,20231011061x,2023-10-11,06:18:10,06:18:10
5577,0,20231011061x,2023-10-11,06:18:11,06:18:11
5578,0,20231011061x,2023-10-11,06:18:12,06:18:12
5579,0,20231011061x,2023-10-11,06:18:13,06:18:13
5580,0,20231011061x,2023-10-11,06:18:14,06:18:14
5581,0,20231011061x,2023-10-11,06:18:15,06:18:15
5582,0,20231011061x,2023-10-11,06:18:16,06:18:16
5583,0,20231011061x,2023-10-11,06:18:17,06:18:17
5584,0,20231011061x,2023-10-11,06:18:18,06:18:18
5585,0,20231011061x,2023-10-11,06:18:19,06:18:19
5586,0,20231011061x,2023-10-11,06:18:20,06:18:20
5587,0,20231011061x,2023-10-11,06:18:21,06:18:21
5588,0,20231011061x,2023-10-11,06:18:22,06:18:22
5589,0,20231011061x,2023-10-11,06:18:23,06:18:23
5590,0,20231011061x,2023-10-11,06:18:24,06:18:24
5591,0,20231011061x,2023-10-11,06:18:25,06:18:25
5592,0,20231011061x,2023-10-11,06:18:26,06:18:26
5593,0,20231011061x,2023-10-11,06:18:27,06:18:27
5594,0,20231011061x,2023-10-11,06:18:28,06:18:28
5595,0,20231011061x,2023-10-11,06:18:29,06:18:29
5596,0,20231011061x,2023-10-11,06:18:30,06:18:30
5597,0,20231011061x,2023-10-11,06:18:31,06:18:31
5598,1,20231011061x,2023-10-11,06:18:32,06:18:32
5599,0,20231011061x,2023-10-11,06:18:33,06:18:33
5600,0,20231011061x,2023-10-11,06:18:34,06:18:34
5601,0,20231011061x,2023-10-11,06:18:35,06:18:35
5602,0,20231011061x,2023-10-11,06:18:36,06:18:36
5603,1,20231011061x,2023-10-11,06:18:37,06:18:37
5604,0,20231011061x,2023-10-11,06:18:38,06:18:38
5605,0,20231011061x,2023-10-11,06:18:39,06:18:39
5606,0,20231011061x,2023-10-11,06:18:40,06:18:40
5607,0,20231011061x,2023-10-11,06:18:41,06:18:41
5608,0,20231011061x,2023-10-11,06:18:42,06:18:42
5609,0,20231011061x,2023-10-11,06:18:43,06:18:43
5610,0,20231011061x,2023-10-11,06:18:44,06:18:44
5611,0,20231011061x,2023-10-11,06:18:45,06:18:45
5612,0,20231011061x,2023-10-11,06:18:46,06:18:46
5613,0,20231011061x,2023-10-11,06:18:47,06:18:47
5614,0,20231011061x,2023-10-11,06:18:48,06:18:48
5615,0,20231011061x,2023-10-11,06:18:49,06:18:49
5616,0,20231011061x,2023-10-11,06:18:50,06:18:50
5617,0,20231011061x,2023-10-11,06:18:51,06:18:51
5618,1,20231011061x,2023-10-11,06:18:52,06:18:52
5619,0,20231011061x,2023-10-11,06:18:53,06:18:53
5620,0,20231011061x,2023-10-11,06:18:54,06:18:54
5621,1,20231011061x,2023-10-11,06:18:55,06:18:55
5622,0,20231011061x,2023-10-11,06:18:56,06:18:56
5623,1,20231011061x,2023-10-11,06:18:57,06:18:57
5624,0,20231011061x,2023-10-11,06:18:58,06:18:58
5625,0,20231011061x,2023-10-11,06:18:59,06:18:59
5626,0,20231011061x,2023-10-11,06:19:00,06:19:00
5627,0,20231011061x,2023-10-11,06:19:02,06:19:02
5628,0,20231011061x,2023-10-11,06:19:03,06:19:03
5629,0,20231011061x,2023-10-11,06:19:04,06:19:04
5630,0,20231011061x,2023-10-11,06:19:05,06:19:05
5631,0,20231011061x,2023-10-11,06:19:06,06:19:06
5632,0,20231011061x,2023-10-11,06:19:07,06:19:07
5633,0,20231011061x,2023-10-11,06:19:08,06:19:08
5634,0,20231011061x,2023-10-11,06:19:09,06:19:09
5635,0,20231011061x,2023-10-11,06:19:10,06:19:10
5636,0,20231011061x,2023-10-11,06:19:11,06:19:11
5637,0,20231011061x,2023-10-11,06:19:12,06:19:12
5638,0,20231011061x,2023-10-11,06:19:13,06:19:13
5639,0,20231011061x,2023-10-11,06:19:14,06:19:14
5640,0,20231011061x,2023-10-11,06:19:15,06:19:15
5641,0,20231011061x,2023-10-11,06:19:16,06:19:16
5642,1,20231011061x,2023-10-11,06:19:17,06:19:17
5643,0,20231011061x,2023-10-11,06:19:18,06:19:18
5644,0,20231011061x,2023-10-11,06:19:19,06:19:19
5645,0,20231011061x,2023-10-11,06:19:20,06:19:20
5646,0,20231011061x,2023-10-11,06:19:21,06:19:21
5647,1,20231011061x,2023-10-11,06:19:22,06:19:22
5648,0,20231011061x,2023-10-11,06:19:23,06:19:23
5649,0,20231011061x,2023-10-11,06:19:24,06:19:24
5650,0,20231011061x,2023-10-11,06:19:25,06:19:25
5651,1,20231011061x,2023-10-11,06:19:26,06:19:26
5652,0,20231011061x,2023-10-11,06:19:27,06:19:27
5653,0,20231011061x,2023-10-11,06:19:28,06:19:28
5654,0,20231011061x,2023-10-11,06:19:29,06:19:29
5655,0,20231011061x,2023-10-11,06:19:30,06:19:30
5656,0,20231011061x,2023-10-11,06:19:31,06:19:31
5657,0,20231011061x,2023-10-11,06:19:32,06:19:32
5658,0,20231011061x,2023-10-11,06:19:33,06:19:33
5659,0,20231011061x,2023-10-11,06:19:34,06:19:34
5660,1,20231011061x,2023-10-11,06:19:35,06:19:35
5661,1,20231011061x,2023-10-11,06:19:36,06:19:36
5662,0,20231011061x,2023-10-11,06:19:37,06:19:37
5663,0,20231011061x,2023-10-11,06:19:38,06:19:38
5664,0,20231011061x,2023-10-11,06:19:39,06:19:39
5665,0,20231011061x,2023-10-11,06:19:40,06:19:40
5666,0,20231011061x,2023-10-11,06:19:41,06:19:41
5667,0,20231011061x,2023-10-11,06:19:42,06:19:42
5668,0,20231011061x,2023-10-11,06:19:43,06:19:43
5669,0,20231011061x,2023-10-11,06:19:44,06:19:44
5670,0,20231011061x,2023-10-11,06:19:45,06:19:45
5671,0,20231011061x,2023-10-11,06:19:46,06:19:46
5672,1,20231011061x,2023-10-11,06:19:47,06:19:47
5673,0,20231011061x,2023-10-11,06:19:48,06:19:48
5674,0,20231011061x,2023-10-11,06:19:49,06:19:49
5675,0,20231011061x,2023-10-11,06:19:50,06:19:50
5676,2,20231011061x,2023-10-11,06:19:51,06:19:51
5677,0,20231011061x,2023-10-11,06:19:52,06:19:52
5678,0,20231011061x,2023-10-11,06:19:53,06:19:53
5679,0,20231011061x,2023-10-11,06:19:54,06:19:54
5680,1,20231011061x,2023-10-11,06:19:55,06:19:55
5681,0,20231011061x,2023-10-11,06:19:56,06:19:56
5682,0,20231011061x,2023-10-11,06:19:57,06:19:57
5683,0,20231011061x,2023-10-11,06:19:58,06:19:58
5684,0,20231011061x,2023-10-11,06:19:59,06:19:59
5685,0,20231011062x,2023-10-11,06:20:00,06:20:00
5686,0,20231011062x,2023-10-11,06:20:01,06:20:01
5687,1,20231011062x,2023-10-11,06:20:02,06:20:02
5688,1,20231011062x,2023-10-11,06:20:03,06:20:03
5689,0,20231011062x,2023-10-11,06:20:04,06:20:04
5690,0,20231011062x,2023-10-11,06:20:05,06:20:05
5691,0,20231011062x,2023-10-11,06:20:06,06:20:06
5692,0,20231011062x,2023-10-11,06:20:07,06:20:07
5693,0,20231011062x,2023-10-11,06:20:08,06:20:08
5694,0,20231011062x,2023-10-11,06:20:09,06:20:09
5695,0,20231011062x,2023-10-11,06:20:10,06:20:10
5696,0,20231011062x,2023-10-11,06:20:11,06:20:11
5697,0,20231011062x,2023-10-11,06:20:12,06:20:12
5698,0,20231011062x,2023-10-11,06:20:13,06:20:13
5699,0,20231011062x,2023-10-11,06:20:14,06:20:14
5700,0,20231011062x,2023-10-11,06:20:15,06:20:15
5701,0,20231011062x,2023-10-11,06:20:16,06:20:16
5702,0,20231011062x,2023-10-11,06:20:18,06:20:18
5703,0,20231011062x,2023-10-11,06:20:19,06:20:19
5704,0,20231011062x,2023-10-11,06:20:20,06:20:20
5705,0,20231011062x,2023-10-11,06:20:21,06:20:21
5706,0,20231011062x,2023-10-11,06:20:22,06:20:22
5707,0,20231011062x,2023-10-11,06:20:23,06:20:23
5708,0,20231011062x,2023-10-11,06:20:24,06:20:24
5709,0,20231011062x,2023-10-11,06:20:25,06:20:25
5710,0,20231011062x,2023-10-11,06:20:26,06:20:26
5711,0,20231011062x,2023-10-11,06:20:27,06:20:27
