name,eye_cnt,diff,start_time,end_time,date
Code.exe,0,0.0,20:34:07,20:34:07,2023-07-27
Code.exe,0,0.0,20:34:07,20:34:07,2023-07-27
Code.exe,0,0.0166665762662888,20:34:07,20:34:08,2023-07-27
Code.exe,0,0.0,20:34:08,20:34:08,2023-07-27
Code.exe,0,0.0,20:34:08,20:34:08,2023-07-27
Code.exe,0,0.0166665762662888,20:34:08,20:34:09,2023-07-27
Code.exe,0,0.0,20:34:09,20:34:09,2023-07-27
Code.exe,0,0.0166665762662888,20:34:09,20:34:10,2023-07-27
Code.exe,0,0.0,20:34:10,20:34:10,2023-07-27
Code.exe,0,0.0,20:34:10,20:34:10,2023-07-27
Code.exe,0,0.0166665762662888,20:34:10,20:34:11,2023-07-27
Code.exe,0,0.0,20:34:11,20:34:11,2023-07-27
Code.exe,0,0.0,20:34:11,20:34:11,2023-07-27
Code.exe,1,0.0166665762662888,20:34:11,20:34:12,2023-07-27
Code.exe,0,0.0,20:34:12,20:34:12,2023-07-27
Code.exe,0,0.0166665762662888,20:34:12,20:34:13,2023-07-27
Code.exe,0,0.0,20:34:13,20:34:13,2023-07-27
Code.exe,0,0.0166672468185425,20:34:13,20:34:14,2023-07-27
Code.exe,0,0.0,20:34:14,20:34:14,2023-07-27
Code.exe,8,0.133333280682564,20:34:14,20:34:22,2023-07-27
Code.exe,0,0.0,20:34:22,20:34:22,2023-07-27
Code.exe,0,0.0,20:34:22,20:34:22,2023-07-27
Code.exe,0,0.0166665762662888,20:34:22,20:34:23,2023-07-27
Code.exe,0,0.0166665762662888,20:34:23,20:34:24,2023-07-27
Code.exe,0,0.0,20:34:24,20:34:24,2023-07-27
Code.exe,0,0.0,20:34:24,20:34:24,2023-07-27
Code.exe,0,0.0,20:34:24,20:34:24,2023-07-27
Code.exe,0,0.0166665762662888,20:34:24,20:34:25,2023-07-27
Code.exe,0,0.0,20:34:25,20:34:25,2023-07-27
Code.exe,0,0.0,20:34:25,20:34:25,2023-07-27
Code.exe,0,0.0,20:34:25,20:34:25,2023-07-27
Code.exe,0,0.0,20:34:25,20:34:25,2023-07-27
